pred_id,sub_name,obj_name,predicate,label,sentence
91655247,Killer Cells,Melanoma Cell,INTERACTS_WITH,1,"These data suggest that the 【AK cells】 recognize and bind to 【melanoma cells】 by a secondary \lectin-type\"" receptor for a carbohydrate moiety."""
143617486,Hepatocyte,Clone Cells,INTERACTS_WITH,0,"Furthermore, for both compounds, primary rat 【hepatocytes】 are almost 10 folds less sensitive than 【Clone 9 cells】."
153233904,Endothelial Cells,[M]Unspecified tumor cell NOS,INTERACTS_WITH,0,"On the basis of their relative efficacies in vitro against tumour and 【endothelial cells】, co-operativity with irinotecan likely derives from additionally targeting the peripheral 【tumour cells】 that survive the anti-vascular treatment."
134725793,projection neuron,Neurons,INTERACTS_WITH,0,"We also identified a circuit that arises from 【projection neurons】 of deep spinal cord laminae V-VIII and targets the 5HT 【neurons】 of the NRM, but not of the DR."
208579437,Resting histiocyte,macrophage,INTERACTS_WITH,0,"Collectively, our study indicates that a subset of 【tissue-resident macrophages】 can support neoplastic transformation through altering their local microenvironment, suggesting that therapeutic interventions targeting senescent 【macrophages】 may attenuate lung cancer progression during early stages of disease."
92530714,Hepatocyte,Lymphocyte,INTERACTS_WITH,1,In some areas interaction of 【lymphocytes】 with 【hepatocytes】 was observed.
134144790,Adipocytes,Schwann Cells,NEG_INTERACTS_WITH,0,"No significant colocalization was observed between the immunostaining for glial fibrillary protein and anti-human lamin A/C, implying that the 【APCs】 did not differentiate into 【Schwann cells】 at the site of injury."
149358835,Oocytes,Germ Cells,INTERACTS_WITH,0,"Given the wide use of synthetic chemicals to control ticks, this study evaluated the effects of the permethrin pyrethroid on 【oocytes】 of Rhipicephalus sanguineus fully engorged females in order to examine whether this compound, in addition to the proven neurotoxic effect, also acts directly on 【germ cells】."
208183009,Fibroblasts,"Tumor cells, uncertain whether benign or malignant",INTERACTS_WITH,1,"The interaction between 【tumor cells】 and activated 【fibroblasts】 determines malignant features of desmoplastic carcinomas such as rapid growth, progression towards a metastatic phenotype, and resistance to chemotherapy."
185013105,Monocytes,macrophage,INTERACTS_WITH,1,This study aimed to determine the action of LDL(-) on 【monocytes】 differentiated into 【macrophages】.
149918094,neutrophil,granulocyte,INTERACTS_WITH,0,"In addition, human peripheral blood 【polymorphonuclear leukocytes】 (PMNs) were used as a normal control in order to evaluate the effects of naringenin on normal 【granulocytes】 and in the mediation of Adriamycin (ADM)-induced oxidative damage."
192412199,Stem cells,"Adipocytes, Brown",INTERACTS_WITH,1,CONCLUSIONS: This study demonstrates that PDGFRalpha     +       【S-MSCs】 are able to differentiate into 【BAs】 and that this differentiation is regulated by mitochondrial activity.
77011318,melanocyte,keratinocyte,INTERACTS_WITH,1,"【Melanocytes】 interact with adjacent 【keratinocytes】, dermal capillaries, and nerve endings."
101975121,Fibroblasts,Natural Killer Cells,INTERACTS_WITH,1,On the other hand pretreatment of the human gingival 【fibroblasts】 with plaque extracts seemed to increase their sensitivity to 【NK cell】 activity.
156117460,T-Lymphocyte,[M]Unspecified tumor cell NOS,INTERACTS_WITH,1,We are seeking to design recombinant and synthetic vaccines capable of preferentially priming 【T cells】 with specificity for 【tumor cells】.
202467497,Astrocytes,Neurons,INTERACTS_WITH,1,Conversion of 【astroglia】 into functional 【neurons】 has been considered as a promising therapeutic strategy for neurodegenerative diseases.
80020567,Stem cells,Adipocytes,INTERACTS_WITH,1,Adipose-derived 【stem cells】 exposed to this hydrogel differentiated into 【adipocytes】 with >90% efficiency and in vivo testing in rats showed significant signs of adipogenesis after 8 weeks.
196901835,Human Embryonic Stem Cells,Neurons,INTERACTS_WITH,1,"Here, we show that NGN2-driven conversion of 【human embryonic stem cells】 to induced 【neurons】 (iNeurons) is associated with increased PINK1-independent mitophagic flux that is temporally correlated with metabolic reprogramming to support oxidative phosphorylation."
121284660,Motor Neurons,Muscle Fibers,INTERACTS_WITH,1,These modifications of 【motoneuron】 activity were associated with the change in the phenotype of the muscle from fast to slow contracting and with a conversion of the 【muscle fibres】 from a fast to a slow type.
80960457,Lymphocyte,Leukemic Cell,INTERACTS_WITH,1,Selection of donor 【lymphocytes】 with a relative specificity for 【leukemic cells】 is desirable.
160669501,[M]Unspecified tumor cell NOS,Mesenchymal Stem Cells,INTERACTS_WITH,1,"Our study shows the crucial importance of understanding the interaction between 【MSCs】 and 【tumor cells】, and provides both information and a methodological approach, which could be used to develop safer and more accurate targeted therapeutic applications."
85558438,Natural Killer Cells,[M]Unspecified tumor cell NOS,INTERACTS_WITH,0,"In other studies, we found that surgery suppressed 【natural killer (NK) cell】 activity and increased the NK-sensitive metastatic development of MADB106 【tumor cells】."
94192430,Lymphoid Cells,[M]Unspecified tumor cell NOS,INTERACTS_WITH,0,The cytostatic effect of different 【lymphoid cells】 on 【tumour cells】 was studied in mice.
118327014,Mesenchymal Stem Cells,"Myocytes, Cardiac",INTERACTS_WITH,0,【Mesenchymal stem cells】 could differentiate into 【cardiomyocytes】 in vitro and have been shown to reconstitute the impaired myocardium in vivo.
163865967,Embryonic Stem Cell,primitive cell,INTERACTS_WITH,1,We previously found that lamin A/C and associated nuclear envelope structural proteins were upregulated when murine 【embryonic stem (ES) cells】 differentiated to 【primitive endoderm cells】.
140678416,Neurons,Mesenchymal Stem Cells,INTERACTS_WITH,0,"On the contrary, cortical 【neurons】 resulted more sensitive than sensory ones to the toxic action of the drugs, and overall 【MSCs】 failed to protect them."
104304659,cerebellar neuron,Neurons,NEG_INTERACTS_WITH,0,"The properties of the vestibular input to 【cerebellar-projecting neurons】 were the same as those of the population as a whole, but the effect of tilt on vestibulospinal 【neurons】 appeared weak or absent."
180957309,Stromal Cells,[M]Unspecified tumor cell NOS,INTERACTS_WITH,1,Reciprocal interactions of metastasizing 【tumor cells】 with 【stromal cells】 in secondary sites play a critical role in all stages of tumorigenesis and metastasis.
196280416,keratinocyte,Leukocytes,INTERACTS_WITH,1,Hair follicle 【keratinocytes】 may then detect these changes in scalp microbiota resulting in the recruitment of 【leukocytes】 to the inflammation site.
184017178,Vascular smooth muscle cell,Foam Cells,INTERACTS_WITH,1,"The result demonstrated that 【VSMCs】 were degenerated and transformed into 【foam cells】 in atherosclerosis, which was responsible for the accumulation of lipid and cholesterol crystals in atherosclerotic arteries."
135047256,Bone Marrow Cells,CD34+ cell,INTERACTS_WITH,1,These observations suggest that enhanced engraftment of donor 【BMSCs】 to rat IR hearts by CXCR4 may recruit endogenous 【CD34+ cells】 of recipients which in turn protects heart against IR.
126770352,Neurons,Hair Cells,INTERACTS_WITH,1,The mechanism for this synaptic reorganization is unresolved but probably includes regulation of trophic support between the 【hair cells】 and the 【neurons】.
110257151,Fibroblasts,Epithelial Cells,INTERACTS_WITH,1,A novel serum-free transwell coculture system was developed to study the natural paracrine interactions between mammary 【epithelial cells】 (MEC) and mammary 【fibroblasts】 (MFC) isolated from normal rats during puberty.
136866383,macrophage,[M]Unspecified tumor cell NOS,INTERACTS_WITH,0,"In this review, we have discussed the functional role of 【TAMs】 in breast cancer and summarized available recent advances potential therapeutic strategies that effectively target to 【TAMs cells】."
194628803,Bone Marrow Mononuclear Cell,Osteoclasts,INTERACTS_WITH,1,"METHODS: GM colonies prepared from 【bone marrow mononuclear cells】 from patients with autosomal dominant (AD) IFN-gammaR1 deficiency, AD STAT1 deficiency, or STAT1 gain of function (GOF) and from healthy controls were differentiated into 【osteoclasts】 in the presence or absence of IFN-gamma."
130662627,"Tumor cells, malignant",[M]Unspecified tumor cell NOS,INTERACTS_WITH,0,"Since this state of oxidative stress makes 【cancer cells】 vulnerable to agents that further augment ROS levels, the use of pro-oxidant agents is emerging as an exciting strategy to selectively target 【tumor cells】."
212761831,Structure of sertoli cell,Germ Cells,INTERACTS_WITH,1,Spermatogenesis is a developmental process driven by interactions between 【germ cells】 and 【Sertoli cells】.
83160634,primitive cell,Prokaryotic Cells,INTERACTS_WITH,0,"The continuous replication of nuclear DNA provides further evidence of dinoflagellate affinity to the 【prokaryotes】, and indicates that Prorocentrum micans is a very 【primitive eukaryote cell】."
166967312,Stromal Cells,"Myocytes, Smooth Muscle",INTERACTS_WITH,0,"GRP78 was consistently expressed in cytoplasm in control group, while in scald group, it mainly appeared in mucosa, myenteric plexus, and 【stromal cells】, but only moderately or lightly expressed in 【smooth muscle cells】."
147357518,MDCK cell,Mammalian Cell,INTERACTS_WITH,0,"As a first step in studying the effect of isochoric freezing on 【mammalian cells】, 【Madin-Darby canine kidney epithelial cells】 (MDCK), were frozen in an isochoric system, in a simple extracellular phosphate buffered solution to -10  degrees C (96.5 MPa), - 15  degrees C (162 MPa) and -20  degrees C (205 MPa) for 60 and 120 min."
99371222,U937 Cells,COS Cells,INTERACTS_WITH,0,Anti-CD15 antibodies inhibited the binding of 【U937 cells】 to PADGEM-expressing 【COS cells】 and to purified PADGEM incorporated into phospholipid vesicles.
165850074,Structure of interstitial cell of Leydig,Spermatocytes,INTERACTS_WITH,0,【Leydig cells】 were affected less often than 【spermatocytes】.
178453486,Germ Cells,sperm cell,INTERACTS_WITH,0,"For example, MOPP chemotherapy affects hematopoietic and 【germ stem cells】 leading to long-term genotoxic effects and azoospermia, while ABVD chemotherapy affects transiently 【sperm cells】, with most of the patients showing recovery of spermatogenesis."
192749009,Interneurons,Projection neuron,INTERACTS_WITH,1,"Parvalbumin-immunoreactive (Parv+) 【interneurons】 is an important component of striatal GABAergic microcircuits, which receive excitatory inputs from the cortex and thalamus, and then target striatal 【projection neurons】."
122174481,Dendritic Cells,Regulatory T-Lymphocytes,INTERACTS_WITH,1,"In this review we shall consider the interplay between 【regulatory T cells】, 【dendritic cells】 and the graft itself and the resulting local protective mechanisms that are coordinated to maintain the tolerant state."
81661485,Spheroplasts,macrophage,NEG_INTERACTS_WITH,0,"Since the rough (his+R) hybrids of Sh. flexneri and the lysozyme 【spheroplasts】 obtained from the cytotoxic strain lost the cytotoxicity whereas the synthesis of the group-specific factor 3,4 provided by itself no lethal effect of the dysentery bacilli on the 【macrophages】 it could be supposed that cytotoxin represented an additional thermolabile (in connection with the sensitivity to the temperature action) part of the Sh. flexneri O-antigen."
186353525,Cell Transplants,"Myocytes, Cardiac",INTERACTS_WITH,1,【Transplanted cells】 differentiated into functional 【cardiomyocytes】 and significantly improved cardiac performance.
200835182,Monocytes,Dendritic Cells,INTERACTS_WITH,1,These results suggest that ZO-1 is differentially expressed while 【monocytes】 differentiate into 【DCs】 in the presence of 27OHChol via pathways in which distinct signaling molecules are involved.
129730605,Retinal Ganglion Cells,Neurons,INTERACTS_WITH,0,"By E30, the Pax6(+) pseudostratified retinal epithelium shows few newborn 【retinal ganglion cells】 (RGCs) in the centrodorsal region expressing 【neuron】- and synaptic-specific markers such as betaIII-tubulin (Tuj1), synaptic vesicle protein-2 (SV2), and vesicular glutamate transporter-1 (VGLUT1)."
199266298,Neurons,Projection neuron,INTERACTS_WITH,0,The model reproduces several experimental observations and makes predictions about how specific types of spinal 【neurons】 and synapses influence 【projection neurons】 that send information to the brain.
213293781,Monocytes,M1 Macrophage,INTERACTS_WITH,1,Rheumatoid arthritis (RA) is a chronic autoimmune inflammatory disorder in which 【monocytes】 adhering to synovial tissue differentiate into the pro-inflammatory 【M1 macrophage】 phenotype.
150030692,Epithelial Cells,Neural Stem Cell,INTERACTS_WITH,1,"Finally, we proposed a list of main regulators for each conversion; for example, in the direct conversion of 【epithelial-like cells】 (ECs) to 【iNSCs】, combination of centrality with active modules or protein complex analyses highlighted the role of POU3F2, BACH1, AR, PBX1, SOX2 and NANOG genes in this conversion."
77241022,Hematopoietic stem cells,Normal cell,INTERACTS_WITH,1,【Hematopoietic stem cells】 (HSCs) play critical roles in regulating 【normal blood cell】 development.
79476903,Mesenchymal Stem Cells,Osteoblasts,INTERACTS_WITH,1,"Human 【mesenchymal stem cells】 (MSCs) differentiate into 【osteoblasts】 on microstructured titanium (Ti) surfaces without addition of medium supplements, suggesting that surface-dependent endogenous mechanisms are involved."
172468449,Endothelial Cells,interstitial cell,INTERACTS_WITH,0,"STATEMENT OF SIGNIFICANCE: We implement a 3D in vitro platform with embedded hydroxyapatite (HA) nanoparticles to investigate the interaction between valve 【interstitial cells】, valve 【endothelial cells】, and a mineral-rich extracellular environment."
202679890,B-Lymphocytes,T Follicular Helper Cells,INTERACTS_WITH,1,Intercellular communication analysis also showed enhanced interaction between 【Tfh cells】 and 【B cells】 in IgAN.
144850127,Vascular Endothelial Cells,Pluripotent Stem Cells,INTERACTS_WITH,1,【Vascular endothelial cells】 (ECs) differentiated from 【pluripotent stem cells】 have enormous potential to be used in a variety of therapeutic areas such as tissue engineering of vascular grafts and re-vascularization of ischemic tissues.
107553443,Structure of interstitial cell of Leydig,spindle cell,INTERACTS_WITH,1,【Leydig cells】 of the adult rat testis differentiate postnatally from 【spindle-shaped cells】 in the testis interstitium during the neonatal-prepubertal period.
107234366,monocyte,macrophage,INTERACTS_WITH,0,The 【monocytes】 on conversion to 【macrophages】 in culture continued to harbour solidly stained M.
